split, sceneId, level, roomId, roomType, startX, startY, startZ, startAngle, goalObjectId, goalX, goalY, goalZ, dist, pathDist, pathNumDoors, pathDoorIds, pathNumRooms, pathRoomIndices
train,Klickitat,2,,,-7.706,-0.965,-0.325,5.662,,-4.587,-10.894,-0.301,10.408,13.073,,,,
train,Klickitat,2,,,0.360,0.891,-0.320,4.105,,-7.706,-0.965,-0.325,8.276,8.665,,,,
train,Klickitat,2,,,3.922,-5.531,-0.334,2.829,,-0.975,-6.993,-0.328,5.111,11.434,,,,
train,Klickitat,2,,,1.024,-8.342,-0.834,3.857,,-6.939,-7.583,-0.365,8.013,11.584,,,,
train,Klickitat,2,,,-4.768,-5.681,-0.313,6.228,,-4.587,-10.894,-0.301,5.216,5.216,,,,
train,Klickitat,2,,,-1.101,-1.191,-0.315,1.677,,-6.939,-7.583,-0.365,8.657,17.881,,,,
train,Klickitat,2,,,0.592,-1.064,-0.311,2.565,,-6.939,-7.583,-0.365,9.960,16.900,,,,
train,Klickitat,2,,,-1.329,4.996,-0.755,0.257,,-10.489,-7.388,-0.814,15.403,22.491,,,,
train,Klickitat,2,,,0.360,0.891,-0.320,4.105,,-0.975,-6.993,-0.328,7.997,9.802,,,,
train,Klickitat,2,,,-4.573,0.785,-0.328,0.082,,3.664,-9.879,-0.813,13.484,17.015,,,,
train,Klickitat,3,,,-9.953,-10.349,0.799,4.789,,3.964,-13.764,0.838,14.331,16.810,,,,
train,Klickitat,2,,,0.926,-2.540,-0.330,3.220,,-1.151,-8.238,-0.171,6.067,7.639,,,,
train,Klickitat,2,,,-0.975,-6.993,-0.328,5.415,,-4.587,-10.894,-0.301,5.316,5.831,,,,
train,Klickitat,3,,,-6.440,-14.577,0.823,3.731,,2.042,-13.821,0.825,8.516,8.557,,,,
train,Klickitat,2,,,2.012,-5.500,-0.336,2.192,,-4.591,-4.427,-0.316,6.690,13.340,,,,
train,Klickitat,2,,,3.968,-2.380,-0.323,3.501,,1.024,-8.342,-0.834,6.669,14.039,,,,
train,Klickitat,2,,,3.968,-2.380,-0.323,3.501,,-4.578,-9.123,-0.308,10.886,18.934,,,,
train,Klickitat,2,,,1.509,-10.088,-0.828,2.480,,-4.591,-4.427,-0.316,8.338,10.173,,,,
train,Klickitat,2,,,-6.683,4.303,-0.767,3.219,,3.968,-2.380,-0.323,12.583,19.981,,,,
train,Klickitat,2,,,-7.706,-0.965,-0.325,5.662,,1.509,-10.088,-0.828,12.977,16.770,,,,
train,Klickitat,2,,,-6.465,2.136,-0.771,2.774,,-5.984,-7.560,-0.287,9.721,11.986,,,,
train,Klickitat,2,,,2.178,-2.378,-0.330,3.582,,-6.939,-7.583,-0.365,10.498,15.870,,,,
train,Klickitat,2,,,-4.616,-2.528,-0.327,1.939,,-1.151,-8.238,-0.171,6.681,9.054,,,,
train,Klickitat,2,,,-4.768,-5.681,-0.313,6.228,,-10.489,-7.388,-0.814,5.991,10.046,,,,
train,Klickitat,2,,,-4.587,-10.894,-0.301,5.155,,-8.504,-7.359,-0.387,5.277,9.247,,,,
train,Klickitat,2,,,2.178,-2.378,-0.330,3.582,,3.804,-7.754,-0.825,5.638,8.375,,,,
train,Klickitat,2,,,3.040,-6.871,-0.825,1.812,,-6.939,-7.583,-0.365,10.015,13.144,,,,
train,Klickitat,2,,,-7.706,-0.965,-0.325,5.662,,0.926,-2.540,-0.330,8.774,9.812,,,,
train,Klickitat,2,,,-4.589,2.361,-0.788,5.603,,-4.578,-9.123,-0.308,11.494,11.494,,,,
train,Klickitat,2,,,3.922,-5.531,-0.334,2.829,,-8.504,-7.359,-0.387,12.560,18.908,,,,
train,Klickitat,2,,,3.804,-7.754,-0.825,6.224,,-4.591,-4.427,-0.316,9.044,11.111,,,,
train,Klickitat,2,,,-6.683,4.303,-0.767,3.219,,0.759,-5.803,-0.655,12.551,15.017,,,,
train,Klickitat,3,,,-9.953,-10.349,0.799,4.789,,-2.617,-14.655,0.819,8.506,10.184,,,,
train,Klickitat,2,,,3.040,-6.871,-0.825,1.812,,-4.591,-4.427,-0.316,8.029,9.944,,,,
train,Klickitat,2,,,0.748,-4.633,-0.342,1.990,,3.664,-9.879,-0.813,6.021,7.695,,,,
train,Klickitat,2,,,-6.465,2.136,-0.771,2.774,,-0.975,-6.993,-0.328,10.662,14.576,,,,
train,Klickitat,2,,,-2.903,-0.727,-0.327,1.604,,-1.151,-8.238,-0.171,7.714,12.352,,,,
train,Klickitat,2,,,-4.589,2.361,-0.788,5.603,,0.360,0.891,-0.320,5.184,8.175,,,,
train,Klickitat,2,,,-4.626,4.579,-0.788,4.368,,3.968,-2.380,-0.323,11.069,19.305,,,,
train,Klickitat,3,,,-7.673,-11.955,0.824,2.693,,2.042,-13.821,0.825,9.893,12.850,,,,
train,Klickitat,2,,,-1.329,4.996,-0.755,0.257,,0.759,-5.803,-0.655,10.999,16.548,,,,
train,Klickitat,2,,,0.926,-2.540,-0.330,3.220,,-4.616,-2.528,-0.327,5.542,8.297,,,,
train,Klickitat,2,,,-2.903,-0.727,-0.327,1.604,,-4.578,-9.123,-0.308,8.562,9.894,,,,
train,Klickitat,2,,,0.759,-5.803,-0.655,1.837,,-4.768,-5.681,-0.313,5.539,7.722,,,,
train,Klickitat,2,,,0.592,-1.064,-0.311,2.565,,-5.984,-7.560,-0.287,9.244,11.960,,,,
train,Klickitat,2,,,-4.594,-0.933,-0.329,1.041,,-6.939,-7.583,-0.365,7.052,14.379,,,,
train,Klickitat,2,,,-2.903,-0.727,-0.327,1.604,,-6.939,-7.583,-0.365,7.956,16.083,,,,
train,Klickitat,2,,,-7.706,-0.965,-0.325,5.662,,1.024,-8.342,-0.834,11.442,14.958,,,,
train,Klickitat,2,,,0.748,-4.633,-0.342,1.990,,-6.939,-7.583,-0.365,8.233,13.355,,,,
train,Klickitat,2,,,-6.683,4.303,-0.767,3.219,,1.509,-10.088,-0.828,16.560,19.348,,,,
train,Klickitat,2,,,-4.573,0.785,-0.328,0.082,,-3.001,-7.506,-0.317,8.439,9.009,,,,
test,Ihlen,0,,,-1.135,1.321,-2.728,4.181,,-1.660,8.173,-2.708,6.872,8.511,,,,
test,Ihlen,0,,,-1.539,4.336,-2.712,3.915,,2.450,7.783,-2.693,5.272,7.330,,,,
test,Ihlen,2,,,2.266,-0.274,-0.277,1.624,,-0.324,4.790,-0.283,5.688,6.206,,,,
test,Ihlen,0,,,-1.539,4.336,-2.712,3.915,,2.503,8.941,-2.692,6.128,6.792,,,,
test,Ihlen,2,,,-3.835,6.779,-0.278,4.665,,1.705,1.282,-0.304,7.805,12.662,,,,
test,Ihlen,2,,,-0.386,-0.532,-0.267,0.379,,-0.414,7.802,-0.267,8.334,8.334,,,,
test,Ihlen,0,,,-0.123,-0.108,-2.722,0.048,,2.450,7.783,-2.693,8.300,12.123,,,,
test,Ihlen,0,,,-3.503,1.261,-2.718,0.378,,2.845,9.778,-2.686,10.623,11.093,,,,
test,Ihlen,2,,,3.948,1.275,-0.280,1.601,,-4.386,0.876,-0.282,8.343,9.224,,,,
test,Ihlen,0,,,-3.795,6.541,-2.699,6.032,,2.503,8.941,-2.692,6.740,7.781,,,,
test,Ihlen,0,,,-3.795,6.541,-2.699,6.032,,2.845,9.778,-2.686,7.387,8.217,,,,
test,Ihlen,0,,,-4.291,5.467,-2.705,5.246,,2.450,7.783,-2.693,7.127,8.995,,,,
test,Ihlen,0,,,-3.554,4.167,-2.707,6.059,,2.198,4.711,-2.711,5.777,12.433,,,,
test,Ihlen,2,,,0.635,0.308,-0.284,1.519,,-4.355,2.831,-0.287,5.591,7.164,,,,
test,Ihlen,0,,,2.845,9.778,-2.686,5.412,,3.140,0.160,-2.710,9.622,9.733,,,,
test,Ihlen,2,,,-3.835,6.779,-0.278,4.665,,-0.331,2.109,-0.299,5.838,11.068,,,,
test,Ihlen,2,,,3.980,-0.742,-0.280,1.671,,-4.465,2.721,-0.285,9.128,9.334,,,,
test,Ihlen,0,,,0.161,4.132,-2.710,1.896,,-3.782,7.790,-2.694,5.379,9.746,,,,
test,Ihlen,2,,,-3.845,4.925,-0.279,0.232,,1.705,1.282,-0.304,6.639,13.080,,,,
test,Ihlen,2,,,-0.345,6.491,-0.282,3.234,,-4.355,2.831,-0.287,5.428,10.679,,,,
test,Ihlen,2,,,-3.759,8.212,-0.319,5.285,,2.166,8.572,-0.251,5.936,6.098,,,,
test,Ihlen,2,,,-0.324,4.790,-0.283,2.966,,-4.386,0.876,-0.282,5.641,7.023,,,,
test,Ihlen,2,,,-3.759,8.212,-0.319,5.285,,2.240,9.378,-0.248,6.111,6.907,,,,
test,Ihlen,2,,,-1.566,2.720,-0.290,6.085,,-0.414,7.802,-0.267,5.211,8.459,,,,
test,Ihlen,2,,,-1.952,4.875,-0.281,1.025,,2.266,-0.274,-0.277,6.656,12.019,,,,
test,Ihlen,0,,,-3.795,6.541,-2.699,6.032,,2.246,6.013,-2.701,6.064,9.648,,,,
test,Ihlen,2,,,-4.535,2.517,-0.273,2.058,,3.980,-0.742,-0.280,9.118,9.118,,,,
test,Ihlen,2,,,3.980,-0.742,-0.280,1.671,,-4.386,0.876,-0.282,8.522,8.706,,,,
test,Ihlen,0,,,-3.503,1.261,-2.718,0.378,,-1.608,8.853,-2.707,7.826,9.262,,,,
test,Ihlen,2,,,-4.584,0.868,-0.274,2.711,,-0.345,6.491,-0.282,7.042,8.923,,,,
test,Ihlen,0,,,-0.123,-0.108,-2.722,0.048,,-3.782,7.790,-2.694,8.705,12.827,,,,
test,Ihlen,2,,,1.705,1.282,-0.304,1.514,,-0.345,6.491,-0.282,5.598,7.788,,,,
test,Ihlen,0,,,-4.291,5.467,-2.705,5.246,,2.198,4.711,-2.711,6.533,12.077,,,,
test,Ihlen,0,,,-0.123,-0.108,-2.722,0.048,,-1.608,8.853,-2.707,9.084,10.406,,,,
test,Ihlen,2,,,-0.386,-0.532,-0.267,0.379,,-4.355,2.831,-0.287,5.202,8.486,,,,
test,Ihlen,0,,,-3.554,4.167,-2.707,6.059,,-1.608,8.853,-2.707,5.074,7.634,,,,
test,Ihlen,2,,,3.948,1.275,-0.280,1.601,,-0.345,6.491,-0.282,6.755,10.194,,,,
test,Ihlen,0,,,-1.135,1.321,-2.728,4.181,,2.246,6.013,-2.701,5.783,12.153,,,,
test,Ihlen,0,,,0.161,4.132,-2.710,1.896,,2.845,9.778,-2.686,6.251,9.157,,,,
test,Ihlen,2,,,0.635,0.308,-0.284,1.519,,-4.386,0.876,-0.282,5.053,5.209,,,,
test,Ihlen,0,,,-1.660,8.173,-2.708,3.609,,3.140,0.160,-2.710,9.341,12.368,,,,
test,Ihlen,0,,,-3.503,1.261,-2.718,0.378,,-0.256,6.860,-2.708,6.473,6.554,,,,
test,Ihlen,0,,,-1.135,1.321,-2.728,4.181,,2.845,9.778,-2.686,9.347,10.486,,,,
test,Ihlen,0,,,2.845,9.778,-2.686,5.412,,3.146,2.623,-2.712,7.162,7.320,,,,
test,Ihlen,0,,,-1.539,4.336,-2.712,3.915,,-3.771,8.895,-2.702,5.076,7.670,,,,
test,Ihlen,0,,,-3.771,8.895,-2.702,4.410,,2.246,6.013,-2.701,6.672,8.143,,,,
test,Ihlen,0,,,-3.782,7.790,-2.694,4.769,,2.503,8.941,-2.692,6.390,6.533,,,,
test,Ihlen,0,,,-0.123,-0.108,-2.722,0.048,,2.503,8.941,-2.692,9.423,11.585,,,,
test,Ihlen,0,,,-2.269,2.884,-2.722,3.561,,2.450,7.783,-2.693,6.802,8.947,,,,
test,Ihlen,0,,,-3.503,1.261,-2.718,0.378,,-0.173,8.072,-2.709,7.582,7.627,,,,
test,Ihlen,0,,,-3.795,6.541,-2.699,6.032,,3.140,0.160,-2.710,9.424,15.568,,,,
test,Ihlen,0,,,-0.123,-0.108,-2.722,0.048,,-4.291,5.467,-2.705,6.961,15.204,,,,
test,Ihlen,2,,,-4.535,2.517,-0.273,2.058,,2.266,-0.274,-0.277,7.351,8.585,,,,
test,Ihlen,2,,,2.266,-0.274,-0.277,1.624,,-0.345,6.491,-0.282,7.251,7.907,,,,
test,Ihlen,0,,,-4.291,5.467,-2.705,5.246,,3.146,2.623,-2.712,7.962,14.284,,,,
test,Ihlen,2,,,-1.185,1.130,-0.333,0.581,,-0.414,7.802,-0.267,6.717,6.824,,,,
test,Ihlen,2,,,-0.331,2.109,-0.299,1.568,,3.980,-0.742,-0.280,5.169,5.302,,,,
test,Ihlen,0,,,-1.135,1.321,-2.728,4.181,,-4.291,5.467,-2.705,5.210,13.453,,,,
test,Ihlen,2,,,-3.134,2.918,-0.284,0.581,,-0.414,7.802,-0.267,5.590,14.645,,,,
test,Ihlen,0,,,-1.135,1.321,-2.728,4.181,,2.503,8.941,-2.692,8.444,9.833,,,,
test,Ihlen,0,,,-1.135,1.321,-2.728,4.181,,-3.795,6.541,-2.699,5.858,12.324,,,,
test,Ihlen,0,,,-3.554,4.167,-2.707,6.059,,2.246,6.013,-2.701,6.086,11.133,,,,
test,Ihlen,2,,,-3.835,6.779,-0.278,4.665,,-0.386,-0.532,-0.267,8.084,13.088,,,,
test,Ihlen,2,,,-3.134,2.918,-0.284,0.581,,2.266,-0.274,-0.277,6.273,11.546,,,,
test,Ihlen,0,,,-1.525,5.582,-2.711,3.576,,3.146,2.623,-2.712,5.530,11.657,,,,
test,Ihlen,2,,,3.948,1.275,-0.280,1.601,,-0.324,4.790,-0.283,5.532,8.492,,,,
test,Ihlen,0,,,-3.503,1.261,-2.718,0.378,,-3.771,8.895,-2.702,7.640,11.319,,,,
test,Ihlen,2,,,3.980,-0.742,-0.280,1.671,,-0.345,6.491,-0.282,8.428,9.684,,,,
test,Ihlen,2,,,-1.952,4.875,-0.281,1.025,,3.980,-0.742,-0.280,8.170,13.787,,,,
test,Ihlen,0,,,-3.503,1.261,-2.718,0.378,,-1.660,8.173,-2.708,7.154,9.118,,,,
test,Ihlen,0,,,-1.660,8.173,-2.708,3.609,,2.198,4.711,-2.711,5.184,7.748,,,,
test,Ihlen,2,,,-1.566,2.720,-0.290,6.085,,3.948,1.275,-0.280,5.700,7.149,,,,
test,Ihlen,2,,,-3.835,6.779,-0.278,4.665,,-1.185,1.130,-0.333,6.240,9.769,,,,
test,Ihlen,2,,,-4.584,0.868,-0.274,2.711,,0.635,0.308,-0.284,5.249,5.407,,,,
test,Ihlen,0,,,-0.123,-0.108,-2.722,0.048,,-0.520,5.949,-2.711,6.070,7.110,,,,
test,Ihlen,0,,,-3.503,1.261,-2.718,0.378,,-3.795,6.541,-2.699,5.289,12.931,,,,
test,Ihlen,2,,,-3.082,3.923,-0.291,1.272,,-0.386,-0.532,-0.267,5.207,10.134,,,,
test,Ihlen,2,,,-1.952,4.875,-0.281,1.025,,0.635,0.308,-0.284,5.249,10.290,,,,
test,Ihlen,2,,,-3.082,3.923,-0.291,1.272,,3.980,-0.742,-0.280,8.464,12.309,,,,
test,Ihlen,0,,,-3.771,8.895,-2.702,4.410,,2.450,7.783,-2.693,6.320,6.360,,,,
test,Ihlen,0,,,0.161,4.132,-2.710,1.896,,-1.608,8.853,-2.707,5.042,7.326,,,,
test,Ihlen,0,,,-1.135,1.321,-2.728,4.181,,2.450,7.783,-2.693,7.390,10.371,,,,
test,Ihlen,0,,,-2.269,2.884,-2.722,3.561,,-3.771,8.895,-2.702,6.196,9.288,,,,
test,Ihlen,0,,,-1.135,1.321,-2.728,4.181,,1.089,8.968,-2.701,7.963,8.567,,,,
test,Ihlen,2,,,-4.584,0.868,-0.274,2.711,,-0.414,7.802,-0.267,8.092,10.234,,,,
test,Ihlen,2,,,-1.952,4.875,-0.281,1.025,,1.705,1.282,-0.304,5.127,11.186,,,,
test,Ihlen,0,,,-1.525,5.582,-2.711,3.576,,3.140,0.160,-2.710,7.153,14.070,,,,
test,Ihlen,2,,,3.948,1.275,-0.280,1.601,,-0.414,7.802,-0.267,7.850,11.505,,,,
test,Ihlen,2,,,-3.845,4.925,-0.279,0.232,,2.266,-0.274,-0.277,8.023,13.913,,,,
test,Ihlen,0,,,-3.503,1.261,-2.718,0.378,,-3.782,7.790,-2.694,6.535,11.682,,,,
test,Ihlen,2,,,-0.414,7.802,-0.267,3.288,,-4.386,0.876,-0.282,7.984,10.036,,,,
test,Ihlen,0,,,-3.554,4.167,-2.707,6.059,,2.450,7.783,-2.693,7.008,9.351,,,,
test,Ihlen,0,,,-2.269,2.884,-2.722,3.561,,3.140,0.160,-2.710,6.056,16.650,,,,
test,Ihlen,2,,,-0.331,2.109,-0.299,1.568,,-0.414,7.802,-0.267,5.694,5.694,,,,
test,Ihlen,2,,,1.705,1.282,-0.304,1.514,,-0.414,7.802,-0.267,6.856,9.100,,,,
test,Ihlen,2,,,-0.414,7.802,-0.267,3.288,,-4.465,2.721,-0.285,6.498,11.882,,,,
test,Ihlen,0,,,-0.173,8.072,-2.709,3.121,,3.146,2.623,-2.712,6.381,8.641,,,,
test,Ihlen,0,,,-2.269,2.884,-2.722,3.561,,2.503,8.941,-2.692,7.711,8.409,,,,
test,Ihlen,0,,,-1.525,5.582,-2.711,3.576,,2.845,9.778,-2.686,6.059,6.483,,,,
test,Ihlen,0,,,-3.554,4.167,-2.707,6.059,,3.146,2.623,-2.712,6.876,14.640,,,,
train,Onaga,1,,,-0.903,7.636,-0.365,3.792,,-2.617,-1.157,-0.330,8.958,9.418,,,,
train,Onaga,1,,,-4.391,2.314,0.510,4.529,,-0.534,8.454,-0.368,7.304,12.145,,,,
train,Onaga,1,,,-2.978,0.432,-0.366,4.372,,-0.891,6.752,-0.346,6.656,7.606,,,,
train,Onaga,1,,,-4.385,0.429,-0.175,5.338,,-0.903,7.636,-0.365,8.006,9.241,,,,
train,Onaga,1,,,-2.978,0.432,-0.366,4.372,,-0.903,7.636,-0.365,7.497,7.822,,,,
train,Onaga,0,,,-3.319,-1.327,2.243,6.181,,-3.240,4.703,2.238,6.031,6.120,,,,
train,Onaga,1,,,-3.196,2.509,-0.368,3.163,,-0.534,8.454,-0.368,6.514,6.659,,,,
train,Onaga,1,,,-3.196,2.509,-0.368,3.163,,-0.903,7.636,-0.365,5.616,5.762,,,,
train,Onaga,1,,,-3.588,5.793,-0.350,2.876,,-2.617,-1.157,-0.330,7.017,7.017,,,,
train,Onaga,1,,,-4.401,3.346,1.199,4.503,,-0.891,6.752,-0.346,5.129,12.251,,,,
train,Onaga,0,,,-2.797,0.716,2.239,5.767,,-3.182,7.400,2.255,6.695,6.695,,,,
train,Onaga,0,,,-3.319,-1.327,2.243,6.181,,-2.597,6.277,2.246,7.638,10.069,,,,
train,Onaga,0,,,-2.797,0.716,2.239,5.767,,-2.597,6.277,2.246,5.565,7.961,,,,
train,Onaga,1,,,-4.397,1.570,-0.011,3.117,,-0.891,6.752,-0.346,6.266,10.178,,,,
train,Onaga,0,,,-3.319,-1.327,2.243,6.181,,-3.182,7.400,2.255,8.728,8.803,,,,
train,Onaga,1,,,-0.534,8.454,-0.368,2.555,,-2.617,-1.157,-0.330,9.834,10.316,,,,
train,Onaga,1,,,-4.401,3.346,1.199,4.503,,-0.903,7.636,-0.365,5.752,12.467,,,,
train,Onaga,1,,,-2.920,4.649,-0.363,2.894,,-2.617,-1.157,-0.330,5.814,5.814,,,,
train,Onaga,1,,,-1.463,3.114,-0.367,2.057,,-0.534,8.454,-0.368,5.420,5.422,,,,
train,Onaga,1,,,-4.397,1.570,-0.011,3.117,,-1.849,5.880,-0.352,5.019,9.709,,,,
train,Onaga,1,,,-4.385,0.429,-0.175,5.338,,-1.849,5.880,-0.352,6.015,8.557,,,,
train,Onaga,0,,,-2.310,2.158,2.244,1.068,,-3.182,7.400,2.255,5.314,5.735,,,,
train,Onaga,1,,,-4.401,3.346,1.199,4.503,,-0.534,8.454,-0.368,6.596,13.364,,,,
train,Onaga,1,,,-4.401,3.346,1.199,4.503,,-2.617,-1.157,-0.330,5.080,6.275,,,,
train,Onaga,1,,,-0.534,8.454,-0.368,2.555,,-1.620,0.300,-0.366,8.226,10.083,,,,
train,Onaga,0,,,-2.797,0.716,2.239,5.767,,-3.296,5.782,2.238,5.090,5.090,,,,
train,Onaga,1,,,-0.903,7.636,-0.365,3.792,,-1.620,0.300,-0.366,7.371,9.186,,,,
train,Onaga,1,,,-4.385,0.429,-0.175,5.338,,-0.891,6.752,-0.346,7.226,9.026,,,,
train,Onaga,1,,,-4.397,1.570,-0.011,3.117,,-0.903,7.636,-0.365,7.009,10.394,,,,
train,Onaga,1,,,-2.978,0.432,-0.366,4.372,,-0.534,8.454,-0.368,8.386,8.719,,,,
train,Onaga,1,,,-3.588,5.793,-0.350,2.876,,-0.185,-0.103,-0.333,6.808,8.240,,,,
train,Onaga,1,,,-1.849,5.880,-0.352,3.075,,-1.620,0.300,-0.366,5.585,8.501,,,,
train,Onaga,1,,,-4.397,1.570,-0.011,3.117,,-0.534,8.454,-0.368,7.902,11.292,,,,
train,Onaga,1,,,-2.978,0.432,-0.366,4.372,,-3.588,5.793,-0.350,5.395,5.395,,,,
train,Onaga,1,,,-0.903,7.636,-0.365,3.792,,-0.185,-0.103,-0.333,7.773,10.666,,,,
train,Onaga,1,,,-4.391,2.314,0.510,4.529,,-0.891,6.752,-0.346,5.716,11.032,,,,
train,Onaga,1,,,-4.385,0.429,-0.175,5.338,,-0.534,8.454,-0.368,8.903,10.139,,,,
train,Onaga,1,,,-2.978,0.432,-0.366,4.372,,-1.849,5.880,-0.352,5.564,7.137,,,,
train,Onaga,1,,,-0.891,6.752,-0.346,2.562,,-0.185,-0.103,-0.333,6.892,10.450,,,,
train,Onaga,1,,,-0.891,6.752,-0.346,2.562,,-2.617,-1.157,-0.330,8.095,9.229,,,,
train,Onaga,1,,,-4.401,3.346,1.199,4.503,,-0.185,-0.103,-0.333,5.659,7.490,,,,
train,Onaga,0,,,-3.319,-1.327,2.243,6.181,,-3.296,5.782,2.238,7.109,7.198,,,,
train,Onaga,1,,,-0.534,8.454,-0.368,2.555,,-0.185,-0.103,-0.333,8.564,11.564,,,,
train,Onaga,1,,,-4.385,0.429,-0.175,5.338,,-3.588,5.793,-0.350,5.425,6.815,,,,
train,Onaga,1,,,-2.920,4.649,-0.363,2.894,,-0.185,-0.103,-0.333,5.484,7.062,,,,
train,Onaga,0,,,-3.319,-1.327,2.243,6.181,,-2.220,5.217,1.854,6.646,11.261,,,,
train,Onaga,1,,,-4.391,2.314,0.510,4.529,,-0.903,7.636,-0.365,6.423,11.248,,,,
train,Onaga,1,,,-3.588,5.793,-0.350,2.876,,-1.620,0.300,-0.366,5.835,6.759,,,,
train,Onaga,1,,,-1.849,5.880,-0.352,3.075,,-2.617,-1.157,-0.330,7.079,8.759,,,,
train,Onaga,1,,,-1.849,5.880,-0.352,3.075,,-0.185,-0.103,-0.333,6.211,9.981,,,,
train,Onaga,1,,,-0.891,6.752,-0.346,2.562,,-1.620,0.300,-0.366,6.493,8.970,,,,
train,Onaga,1,,,-4.391,2.314,0.510,4.529,,-0.185,-0.103,-0.333,4.925,6.270,,,,
train,Onaga,1,,,-3.196,2.509,-0.368,3.163,,-0.891,6.752,-0.346,4.828,5.517,,,,
train,Onaga,0,,,-3.266,2.842,2.245,0.848,,-3.182,7.400,2.255,4.559,4.559,,,,
train,Onaga,1,,,-1.463,3.114,-0.367,2.057,,-0.903,7.636,-0.365,4.556,4.556,,,,
train,Onaga,0,,,-2.797,0.716,2.239,5.767,,-2.220,5.217,1.854,4.554,9.153,,,,
train,Onaga,1,,,-4.397,1.570,-0.011,3.117,,-0.185,-0.103,-0.333,4.544,5.417,,,,
train,Onaga,1,,,-2.920,4.649,-0.363,2.894,,-1.620,0.300,-0.366,4.540,5.582,,,,
train,Onaga,1,,,-2.920,4.649,-0.363,2.894,,-0.534,8.454,-0.368,4.491,4.502,,,,
train,Onaga,1,,,-4.385,0.429,-0.175,5.338,,-2.920,4.649,-0.363,4.471,5.638,,,,
train,Onaga,1,,,-4.391,2.314,0.510,4.529,,-1.849,5.880,-0.352,4.463,10.563,,,,
train,Onaga,1,,,-1.463,3.114,-0.367,2.057,,-2.617,-1.157,-0.330,4.424,5.547,,,,
train,Onaga,1,,,-4.401,3.346,1.199,4.503,,-1.620,0.300,-0.366,4.412,6.009,,,,
train,Onaga,1,,,-4.397,1.570,-0.011,3.117,,-3.588,5.793,-0.350,4.313,7.968,,,,
train,Onaga,1,,,-4.385,0.429,-0.175,5.338,,-0.185,-0.103,-0.333,4.237,4.264,,,,
train,Onaga,1,,,-2.978,0.432,-0.366,4.372,,-2.920,4.649,-0.363,4.218,4.218,,,,
train,Onaga,0,,,-3.319,-1.327,2.243,6.181,,-3.266,2.842,2.245,4.169,4.804,,,,
train,Onaga,0,,,-2.310,2.158,2.244,1.068,,-2.597,6.277,2.246,4.129,7.000,,,,
train,Onaga,1,,,-0.534,8.454,-0.368,2.555,,-3.588,5.793,-0.350,4.051,4.632,,,,
train,Onaga,0,,,-2.797,0.716,2.239,5.767,,-3.240,4.703,2.238,4.012,4.012,,,,
train,Onaga,1,,,-4.391,2.314,0.510,4.529,,-2.617,-1.157,-0.330,3.988,5.056,,,,
train,Onaga,1,,,-3.196,2.509,-0.368,3.163,,-0.185,-0.103,-0.333,3.987,4.933,,,,
train,Onaga,1,,,-4.385,0.429,-0.175,5.338,,-1.463,3.114,-0.367,3.973,5.343,,,,
train,Onaga,1,,,-4.401,3.346,1.199,4.503,,-1.849,5.880,-0.352,3.917,11.782,,,,
train,Onaga,0,,,-2.310,2.158,2.244,1.068,,-3.296,5.782,2.238,3.755,4.116,,,,
train,Onaga,1,,,-3.196,2.509,-0.368,3.163,,-2.617,-1.157,-0.330,3.712,3.712,,,,
train,Onaga,1,,,-1.463,3.114,-0.367,2.057,,-0.891,6.752,-0.346,3.682,3.682,,,,
train,Onaga,1,,,-4.391,2.314,0.510,4.529,,-3.588,5.793,-0.350,3.672,8.821,,,,
train,Onaga,1,,,-3.196,2.509,-0.368,3.163,,-1.849,5.880,-0.352,3.630,5.048,,,,
train,Onaga,0,,,-2.310,2.158,2.244,1.068,,-3.319,-1.327,2.243,3.628,3.628,,,,
train,Onaga,1,,,-2.920,4.649,-0.363,2.894,,-0.903,7.636,-0.365,3.604,3.604,,,,
train,Onaga,1,,,-4.401,3.346,1.199,4.503,,-2.978,0.432,-0.366,3.601,4.645,,,,
train,Onaga,1,,,-4.391,2.314,0.510,4.529,,-1.620,0.300,-0.366,3.536,4.790,,,,
train,Onaga,0,,,-3.266,2.842,2.245,0.848,,-2.597,6.277,2.246,3.500,5.825,,,,
train,Onaga,1,,,-1.463,3.114,-0.367,2.057,,-0.185,-0.103,-0.333,3.463,6.768,,,,
train,Onaga,1,,,-4.397,1.570,-0.011,3.117,,-2.920,4.649,-0.363,3.433,6.790,,,,
train,Onaga,1,,,-1.463,3.114,-0.367,2.057,,-3.588,5.793,-0.350,3.419,3.419,,,,
train,Onaga,1,,,-4.401,3.346,1.199,4.503,,-1.463,3.114,-0.367,3.337,8.568,,,,
train,Onaga,1,,,-4.397,1.570,-0.011,3.117,,-1.463,3.114,-0.367,3.334,6.496,,,,
train,Onaga,1,,,-3.196,2.509,-0.368,3.163,,-3.588,5.793,-0.350,3.307,3.307,,,,
train,Onaga,1,,,-4.397,1.570,-0.011,3.117,,-2.617,-1.157,-0.330,3.272,4.202,,,,
train,Onaga,1,,,-0.903,7.636,-0.365,3.792,,-3.588,5.793,-0.350,3.257,3.736,,,,
train,Onaga,1,,,-4.401,3.346,1.199,4.503,,-4.385,0.429,-0.175,3.225,3.225,,,,
train,Onaga,1,,,-4.391,2.314,0.510,4.529,,-1.463,3.114,-0.367,3.159,7.349,,,,
train,Onaga,0,,,-2.310,2.158,2.244,1.068,,-2.220,5.217,1.854,3.084,8.192,,,,
